Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Const Function,"i18n::phonenumbers::scoped_ptr::get_deleter()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::scoped_ptr::operator scoped_ptr_impl<type-parameter-0-0, type-parameter-0-1> scoped_ptr<T, D>::*()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::scoped_ptr::operator scoped_ptr_impl<type-parameter-0-0, type-parameter-0-1> scoped_ptr<type-parameter-0-0 [], type-parameter-0-1>::*()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::scoped_ptr::operator!=(const i18n::phonenumbers::scoped_ptr::element_type *)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::scoped_ptr::operator!=(i18n::phonenumbers::scoped_ptr<type-parameter-0-0 [], type-parameter-0-1>::element_type *)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::scoped_ptr::operator*()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::scoped_ptr::operator->()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function Template,"i18n::phonenumbers::scoped_ptr::operator=(scoped_ptr<U, V>)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::scoped_ptr::operator==(const i18n::phonenumbers::scoped_ptr::element_type *)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::scoped_ptr::operator==(i18n::phonenumbers::scoped_ptr<type-parameter-0-0 [], type-parameter-0-1>::element_type *)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::scoped_ptr::operator[](size_t)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::scoped_ptr::release()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::scoped_ptr::release()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::scoped_ptr::reset(i18n::phonenumbers::scoped_ptr::element_type *)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::scoped_ptr::reset(i18n::phonenumbers::scoped_ptr<type-parameter-0-0 [], type-parameter-0-1>::element_type *)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::scoped_ptr::scoped_ptr()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::scoped_ptr::scoped_ptr()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Explicit Public Function,"i18n::phonenumbers::scoped_ptr::scoped_ptr(i18n::phonenumbers::scoped_ptr::element_type *)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::scoped_ptr::scoped_ptr(i18n::phonenumbers::scoped_ptr::element_type *,const D &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Explicit Public Function,"i18n::phonenumbers::scoped_ptr::scoped_ptr(i18n::phonenumbers::scoped_ptr<type-parameter-0-0 [], type-parameter-0-1>::element_type *)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function Template,"i18n::phonenumbers::scoped_ptr::scoped_ptr(scoped_ptr<U, V>)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::scoped_ptr::swap(scoped_ptr<T, D> &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::scoped_ptr::swap(scoped_ptr<type-parameter-0-0 [], type-parameter-0-1> &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class Template,"i18n::phonenumbers::scoped_ptr<type-parameter-0-0 [], type-parameter-0-1>",0,1,0,15,37,46,1,1,1,1,1,0,1,0,0,1,0,,0,0,,,,,18,1,1,0,0,18,18,8,0,6,0,12,,98,15,37,14,0,46,0,0,,,,,32,32,0,0,,,,,,1,1,1,1,,0,0,,100,1.24,12,12,12,12
Class Template,"i18n::phonenumbers::scoped_ptr_impl",0,1,0,14,50,34,1,1,1,1,1,0,1,0,0,0,0,,0,0,,,,,13,1,1,0,0,13,13,2,0,2,0,11,,98,14,50,15,0,34,0,0,,,,,26,26,0,0,,,,,,1,1,1,1,,0,0,,100,0.68,11,11,11,11
Private Struct,"i18n::phonenumbers::scoped_ptr_impl::Data",0,1,0,0,5,0,1,1,1,1,1,0,1,0,1,1,0,,0,0,,,,,2,1,0,0,1,2,2,0,0,0,0,2,,5,0,5,3,0,0,0,0,,,,,3,3,0,0,,,,,,1,1,1,1,,1,0,,100,0.00,2,2,2,2
Explicit Public Function,"i18n::phonenumbers::scoped_ptr_impl::Data::Data(T *)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::scoped_ptr_impl::Data::Data(T *,const D &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function Template,"i18n::phonenumbers::scoped_ptr_impl::TakeState(scoped_ptr_impl<U, V> *)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::scoped_ptr_impl::get()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::scoped_ptr_impl::get_deleter()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::scoped_ptr_impl::get_deleter()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::scoped_ptr_impl::release()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::scoped_ptr_impl::reset(T *)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Explicit Public Function,"i18n::phonenumbers::scoped_ptr_impl::scoped_ptr_impl(T *)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::scoped_ptr_impl::scoped_ptr_impl(T *,const D &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function Template,"i18n::phonenumbers::scoped_ptr_impl::scoped_ptr_impl(scoped_ptr_impl<U, V> *)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::scoped_ptr_impl::swap(scoped_ptr_impl<T, D> &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::scoped_ptr_impl::~scoped_ptr_impl()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::short_metadata_get()",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::short_metadata_size()",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::strrmm(int *,const int &)",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,10,3,0,0,0,0,0,1,0,5,2,2,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function Template,"i18n::phonenumbers::swap(scoped_ptr<T, D> &,scoped_ptr<T, D> &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"isvalidcharntorune(const char *,int,Rune *,int *)",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,0,6,1,2,0,0,0,3,1,0,2,2,0,0,2,1,1,2,1,0,,,,,0,,0,0,,0.00,,,,
File,"phonenumbers\alternate_format.cc",0,3,0,6,1588,18,1,1,1,1,3,0,3,0,,,,0,,,,,,2,,,,,,,,,,,,,,1609,6,1587,1583,1577,18,0,1,,,,3,8,6,0,2,,,,,,1,1,1,1,,,0,,,0.01,2,2,2,2
File,"phonenumbers\alternate_format.h",0,0,0,5,9,18,0,0,0,0,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,29,5,6,0,0,18,0,3,,,,2,4,4,0,0,,,,,,0,0,0,0,,,0,,,3.00,0,0,0,0
File,"phonenumbers\asyoutypeformatter.cc",1,19,3,70,581,119,3,3,3,1,23,1,19,3,,,,0,,,,,,29,,,,,,,,,,,,,,765,70,568,117,145,119,0,13,,,,280,214,94,1,119,,,,,,19,16,19,13,,,3,,,0.21,77,74,78,45
File,"phonenumbers\asyoutypeformatter.h",0,1,0,52,82,111,1,1,1,1,1,0,1,0,,,,1,,,,,,1,,,,,,,,,,,,,,242,52,71,0,0,111,0,11,,,,57,64,63,0,1,,,,,,1,1,1,1,,,0,,,1.56,1,1,1,1
File,"phonenumbers\base\basictypes.h",0,0,0,34,93,145,0,0,0,0,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,263,26,20,0,0,96,91,45,,,,36,14,14,0,0,,,,,,0,0,0,0,,,0,,,4.80,0,0,0,0
File,"phonenumbers\base\logging.h",0,1,0,9,21,16,1,1,1,1,1,0,1,0,,,,0,,,,,,1,,,,,,,,,,,,,,45,9,4,0,0,16,0,17,,,,2,2,2,0,0,,,,,,1,1,1,1,,,0,,,4.00,1,1,1,1
File,"phonenumbers\base\memory\scoped_ptr.h",0,52,0,67,202,187,50,50,50,1,52,0,52,0,,,,8,,,,,,50,,,,,,,,,,,,,,450,65,188,0,0,187,4,13,,,,90,116,116,0,0,,,,,,1,1,1,1,,,0,,,0.99,50,50,50,50
File,"phonenumbers\base\memory\singleton.h",0,0,0,4,14,17,0,0,0,0,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,33,4,0,0,0,16,8,14,,,,0,0,0,0,0,,,,,,0,0,0,0,,,0,,,0.00,0,0,0,0
File,"phonenumbers\base\memory\singleton_boost.h",0,1,0,10,28,16,1,1,1,1,1,0,1,0,,,,1,,,,,,4,,,,,,,,,,,,,,51,10,22,14,0,16,0,6,,,,8,14,14,0,0,,,,,,1,1,1,1,,,0,,,0.73,4,4,4,4
File,"phonenumbers\base\memory\singleton_posix.h",0,1,0,11,29,17,1,1,1,1,1,0,1,0,,,,1,,,,,,3,,,,,,,,,,,,,,53,11,24,13,0,17,0,5,,,,10,13,13,0,0,,,,,,1,1,1,1,,,0,,,0.71,3,3,3,3
File,"phonenumbers\base\memory\singleton_stdmutex.h",0,1,0,12,37,17,1,1,1,1,1,0,1,0,,,,1,,,,,,4,,,,,,,,,,,,,,62,12,32,17,1,17,0,5,,,,14,18,18,0,0,,,,,,1,1,1,1,,,0,,,0.53,4,4,4,4
File,"phonenumbers\base\memory\singleton_unsafe.h",0,3,0,8,25,19,3,3,3,1,3,0,3,0,,,,1,,,,,,3,,,,,,,,,,,,,,49,8,20,0,0,19,0,5,,,,6,10,10,0,0,,,,,,1,1,1,1,,,0,,,0.95,3,3,3,3
File,"phonenumbers\base\memory\singleton_win32.h",0,2,0,13,43,17,1,1,1,1,2,0,2,0,,,,1,,,,,,5,,,,,,,,,,,,,,69,13,37,18,1,17,0,6,,,,16,20,19,0,1,,,,,,1,1,1,1,,,0,,,0.46,5,5,5,5
File,"phonenumbers\base\strings\string_piece.cc",1,9,0,41,164,18,3,3,4,2,10,1,9,0,,,,0,,,,,,17,,,,,,,,,,,,,,221,41,161,46,207,18,0,3,,,,85,142,40,6,96,,,,,,7,7,7,7,,,2,,,0.11,58,58,60,48
File,"phonenumbers\base\strings\string_piece.h",0,91,1,33,134,30,38,38,42,1,92,0,91,1,,,,1,,,,,,33,,,,,,,,,,,,,,194,33,128,0,0,30,0,6,,,,67,108,72,0,36,,,,,,5,5,5,1,,,2,,,0.23,38,38,42,33
File,"phonenumbers\base\synchronization\lock.h",0,6,0,9,31,20,2,2,2,1,6,0,6,0,,,,1,,,,,,2,,,,,,,,,,,,,,56,9,15,0,0,19,8,16,,,,4,10,8,0,2,,,,,,1,1,1,1,,,0,,,1.27,2,2,2,2
File,"phonenumbers\base\synchronization\lock_boost.h",0,0,0,7,10,17,0,0,0,0,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,31,7,6,6,0,17,0,4,,,,2,4,4,0,0,,,,,,0,0,0,0,,,0,,,2.83,0,0,0,0
File,"phonenumbers\base\synchronization\lock_posix.h",0,5,0,13,36,17,1,1,1,1,5,0,5,0,,,,1,,,,,,4,,,,,,,,,,,,,,63,13,30,15,4,17,0,6,,,,15,20,16,0,4,,,,,,1,1,1,1,,,0,,,0.57,4,4,4,4
File,"phonenumbers\base\synchronization\lock_stdmutex.h",0,3,0,11,22,17,1,1,1,1,3,0,3,0,,,,1,,,,,,2,,,,,,,,,,,,,,47,11,17,10,0,17,0,5,,,,6,11,11,0,0,,,,,,1,1,1,1,,,0,,,1.00,2,2,2,2
File,"phonenumbers\base\synchronization\lock_unsafe.h",0,9,0,10,24,20,3,3,3,1,9,0,9,0,,,,1,,,,,,3,,,,,,,,,,,,,,51,10,19,0,0,20,0,5,,,,7,13,11,0,2,,,,,,1,1,1,1,,,0,,,1.05,3,3,3,3
File,"phonenumbers\base\synchronization\lock_win32.h",0,3,0,12,28,17,1,1,1,1,3,0,3,0,,,,1,,,,,,4,,,,,,,,,,,,,,54,12,22,11,0,17,0,6,,,,7,12,12,0,0,,,,,,1,1,1,1,,,0,,,0.77,4,4,4,4
File,"phonenumbers\base\template_util.h",0,0,0,26,62,25,0,0,0,0,0,0,0,0,,,,18,,,,,,0,,,,,,,,,,,,,,108,26,58,0,0,25,0,4,,,,31,46,46,0,0,,,,,,0,0,0,0,,,0,,,0.43,0,0,0,0
File,"phonenumbers\base\thread_checker.h",0,3,0,17,38,20,1,1,1,1,3,0,3,0,,,,1,,,,,,1,,,,,,,,,,,,,,72,11,14,0,0,20,19,12,,,,5,9,8,0,1,,,,,,1,1,1,1,,,0,,,1.43,1,1,1,1
File,"phonenumbers\callback.h",0,12,0,15,53,23,9,9,9,1,12,0,12,0,,,,3,,,,,,9,,,,,,,,,,,,,,88,15,50,0,0,23,0,3,,,,13,30,30,0,0,,,,,,1,1,1,1,,,0,,,0.46,9,9,9,9
File,"phonenumbers\default_logger.cc",1,13,1,9,31,18,5,3,5,1,14,1,11,1,,,,0,,,,,,2,,,,,,,,,,,,,,55,9,26,7,11,18,1,4,,,,16,24,5,5,14,,,,,,8,4,8,1,,,2,,,0.69,9,5,9,2
File,"phonenumbers\default_logger.h",0,28,1,19,66,22,10,10,10,1,29,0,28,1,,,,4,,,,,,8,,,,,,,,,,,,,,104,19,60,0,0,22,0,6,,,,25,39,32,0,7,,,,,,2,2,2,1,,,1,,,0.37,10,10,10,8
File,"phonenumbers\encoding_utils.h",0,14,0,8,27,19,4,4,5,1,14,0,14,0,,,,1,,,,,,3,,,,,,,,,,,,,,51,8,21,0,0,19,0,6,,,,7,14,9,0,5,,,,,,2,2,3,1,,,1,,,0.90,4,4,5,3
File,"phonenumbers\geocoding\area_code_map.cc",0,11,0,12,67,17,3,3,3,2,12,0,11,0,,,,0,,,,,,5,,,,,,,,,,,,,,94,12,61,22,23,17,0,6,,,,30,41,20,0,21,,,,,,6,6,6,4,,,2,,,0.28,13,13,13,10
File,"phonenumbers\geocoding\area_code_map.h",0,0,0,14,29,35,0,0,0,0,0,0,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,75,14,22,0,0,35,0,7,,,,15,22,20,0,2,,,,,,0,0,0,0,,,0,,,1.59,0,0,0,0
File,"phonenumbers\geocoding\default_map_storage.cc",0,4,0,12,38,17,1,1,1,1,4,0,4,0,,,,0,,,,,,8,,,,,,,,,,,,,,65,12,34,12,10,17,0,4,,,,14,20,10,0,10,,,,,,1,1,1,1,,,0,,,0.50,8,8,8,8
File,"phonenumbers\geocoding\default_map_storage.h",0,0,0,15,27,37,0,0,0,0,0,0,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,76,15,23,0,0,37,0,4,,,,16,21,21,0,0,,,,,,0,0,0,0,,,0,,,1.61,0,0,0,0
File,"phonenumbers\geocoding\geocoding_data.h",0,0,0,18,25,37,0,0,0,0,0,0,0,0,,,,2,,,,,,0,,,,,,,,,,,,,,77,18,21,0,0,37,0,4,,,,15,17,17,0,0,,,,,,0,0,0,0,,,0,,,1.76,0,0,0,0
File,"phonenumbers\geocoding\mapping_file_provider.cc",0,14,0,21,137,20,3,3,3,2,15,0,14,0,,,,1,,,,,,8,,,,,,,,,,,,,,175,21,130,44,27,20,0,7,,,,55,58,31,0,27,,,,,,10,10,10,10,,,2,,,0.15,24,24,25,19
File,"phonenumbers\geocoding\mapping_file_provider.h",0,0,0,15,31,35,0,0,0,0,0,0,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,78,15,26,0,0,35,0,5,,,,11,17,16,0,1,,,,,,0,0,0,0,,,0,,,1.35,0,0,0,0
File,"phonenumbers\geocoding\phonenumber_offline_geocoder.cc",0,10,0,25,173,30,2,2,2,1,11,0,10,0,,,,0,,,,,,15,,,,,,,,,,,,,,224,25,164,49,27,30,0,9,,,,56,61,36,0,25,,,,,,5,5,5,4,,,2,,,0.18,29,29,29,20
File,"phonenumbers\geocoding\phonenumber_offline_geocoder.h",0,0,0,29,72,74,0,0,0,0,0,0,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,171,29,64,0,0,74,0,8,,,,34,43,41,0,2,,,,,,0,0,0,0,,,0,,,1.16,0,0,0,0
File,"phonenumbers\lite_metadata.cc",0,3,0,6,13823,18,1,1,1,1,3,0,3,0,,,,0,,,,,,2,,,,,,,,,,,,,,13844,6,13822,13818,13812,18,0,1,,,,3,8,6,0,2,,,,,,1,1,1,1,,,0,,,0.00,2,2,2,2
File,"phonenumbers\logger.cc",0,0,0,6,7,16,0,0,0,0,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,27,6,5,5,0,16,0,2,,,,1,3,3,0,0,,,,,,0,0,0,0,,,0,,,3.20,0,0,0,0
File,"phonenumbers\logger.h",0,21,1,19,55,33,10,10,10,1,21,0,21,1,,,,2,,,,,,10,,,,,,,,,,,,,,103,19,48,0,0,33,0,7,,,,14,40,34,0,6,,,,,,1,1,1,1,,,0,,,0.69,10,10,10,10
File,"phonenumbers\matcher_api.h",0,1,0,9,17,24,1,1,1,1,1,0,1,0,,,,1,,,,,,1,,,,,,,,,,,,,,47,9,13,0,0,24,0,4,,,,4,10,9,0,1,,,,,,1,1,1,1,,,0,,,1.85,1,1,1,1
File,"phonenumbers\metadata.cc",0,3,0,6,14743,18,1,1,1,1,3,0,3,0,,,,0,,,,,,2,,,,,,,,,,,,,,14764,6,14742,14738,14732,18,0,1,,,,3,8,6,0,2,,,,,,1,1,1,1,,,0,,,0.00,2,2,2,2
File,"phonenumbers\metadata.h",0,0,0,5,9,18,0,0,0,0,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,29,5,6,0,0,18,0,3,,,,2,4,4,0,0,,,,,,0,0,0,0,,,0,,,3.00,0,0,0,0
File,"phonenumbers\normalize_utf8.h",0,18,1,5,26,19,3,3,3,1,19,0,18,1,,,,1,,,,,,1,,,,,,,,,,,,,,48,5,24,0,0,19,0,2,,,,12,14,10,0,4,,,,,,3,3,3,1,,,2,,,0.79,3,3,3,1
File,"phonenumbers\phonenumber.cc",0,42,0,6,90,16,7,7,7,7,42,0,42,0,,,,0,,,,,,2,,,,,,,,,,,,,,110,6,88,10,17,16,0,2,,,,20,32,6,0,26,,,,,,9,9,9,9,,,1,,,0.18,14,14,14,14
File,"phonenumbers\phonenumber.h",0,0,0,10,13,20,0,0,0,0,0,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,,40,10,10,0,0,20,0,3,,,,4,6,6,0,0,,,,,,0,0,0,0,,,0,,,2.00,0,0,0,0
File,"phonenumbers\phonenumbermatch.cc",0,4,0,18,55,20,1,1,1,1,4,0,4,0,,,,0,,,,,,13,,,,,,,,,,,,,,91,18,50,18,5,20,0,5,,,,13,18,15,0,3,,,,,,1,1,1,1,,,0,,,0.40,13,13,13,13
File,"phonenumbers\phonenumbermatch.h",0,1,0,25,35,68,1,1,1,1,1,0,1,0,,,,1,,,,,,1,,,,,,,,,,,,,,125,25,29,0,0,68,0,6,,,,19,26,25,0,1,,,,,,1,1,1,1,,,0,,,2.34,1,1,1,1
File,"phonenumbers\phonenumbermatcher.cc",0,23,5,54,661,189,3,3,3,2,28,0,23,5,,,,2,,,,,,25,,,,,,,,,,,,,,893,54,617,146,79,189,8,37,,,,232,217,123,1,93,,,,,,9,9,11,9,,,3,,,0.31,66,63,69,54
File,"phonenumbers\phonenumbermatcher.h",0,0,0,39,92,83,0,0,0,0,0,0,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,211,39,83,0,0,83,0,9,,,,41,56,54,0,2,,,,,,0,0,0,0,,,0,,,1.00,0,0,0,0
