Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Virtual Function,"i18n::phonenumbers::Logger::~Logger()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"i18n::phonenumbers::LoggerHandler",0,2,0,3,18,0,1,1,1,1,2,0,2,0,0,1,0,,0,0,,,,,4,1,1,0,0,4,4,0,0,0,0,4,,21,3,18,4,2,0,0,0,,,,,9,8,0,1,,,,,,2,2,2,1,,0,1,,50,0.00,4,4,4,3
Public Function,"i18n::phonenumbers::LoggerHandler::LoggerHandler(i18n::phonenumbers::Logger *)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function Template,"i18n::phonenumbers::LoggerHandler::operator<<(const T &)",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::LoggerHandler::~LoggerHandler()",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,1,1,0,0,0,0,2,0,1,1,0,0,1,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Function,"i18n::phonenumbers::MakeUnicodeTextAcceptingOwnership(char *,int,int)",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,2,2,0,0,0,4,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::MakeUnicodeTextWithoutAcceptingOwnership(const char *,int)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,2,1,0,0,0,4,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"i18n::phonenumbers::MappingFileProvider",1,27,0,8,103,14,5,5,5,4,28,1,27,0,0,1,0,,0,0,,,,,5,3,3,0,0,5,5,2,0,2,0,3,,125,8,103,19,16,14,0,0,,,,,40,21,0,19,,,,,,10,10,10,10,,0,2,,60,0.14,16,16,17,12
Public Const Function,"i18n::phonenumbers::MappingFileProvider::FindBestMatchingLanguageCode(const i18n::phonenumbers::CountryLanguages *,const int &,const int &,const int &,int *)",,,,3,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,3,44,8,8,0,0,0,0,25,1,23,20,5,0,15,10,10,10,10,11,,,,,11,,2,11,,0.00,,,,
Public Const Function,"i18n::phonenumbers::MappingFileProvider::GetFileName(int,const int &,const int &,const int &,int *)",,,,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,32,0,32,7,5,0,0,0,2,12,1,12,9,5,0,4,5,5,6,1,0,,,,,0,,2,0,,0.00,,,,
Public Function,"i18n::phonenumbers::MappingFileProvider::MappingFileProvider(const int *,int,i18n::phonenumbers::MappingFileProvider::country_languages_getter)",,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,7,3,3,0,0,0,3,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::MatchAllGroups(const int &,const int &,const i18n::phonenumbers::AbstractRegExpFactory &,i18n::phonenumbers::RegExpCache *,int *)",,,,2,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,2,17,8,0,1,0,0,0,1,0,9,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.06,,,,
Abstract Class,"i18n::phonenumbers::MatcherApi",0,1,0,1,7,3,1,1,1,1,1,0,1,0,0,1,1,,0,0,,,,,3,0,0,0,0,3,3,1,0,0,0,3,,11,1,7,2,0,3,0,0,,,,,4,4,0,0,,,,,,1,1,1,1,,0,0,,0,0.43,1,1,1,1
Public Virtual Function,"i18n::phonenumbers::MatcherApi::~MatcherApi()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::MatchesPossibleNumberAndNationalNumber(const i18n::phonenumbers::MatcherApi &,const int &,const i18n::phonenumbers::PhoneNumberDesc &)",,,,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,0,12,5,1,0,0,0,1,2,0,3,3,1,0,2,2,2,2,1,1,,,,,0,,1,0,,0.00,,,,
Function Template,"i18n::phonenumbers::NewPermanentCallback(R (*)(A1, A2, A3, A4))",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function Template,"i18n::phonenumbers::NewPermanentCallback(const T *,R (T::*)(A1, A2, A3, A4) const)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Function,"i18n::phonenumbers::NormalizeHelper(const int &,bool,int *)",,,,0,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,0,22,8,7,2,0,0,8,4,1,12,10,5,0,5,4,4,4,1,1,,,,,0,,2,0,,0.09,,,,
Struct,"i18n::phonenumbers::NormalizeUTF8",0,18,1,0,20,4,3,3,3,1,19,0,18,1,0,2,0,,1,0,,,,,0,0,0,0,0,1,1,0,0,0,0,1,,24,0,20,7,7,4,0,0,,,,,17,13,0,4,,,,,,3,3,3,1,,0,2,,0,0.20,3,3,3,1
Public Static Function,"i18n::phonenumbers::NormalizeUTF8::NormalizeDecimalDigits(const int &)",,,,0,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,0,18,6,7,1,0,0,9,3,0,11,10,6,0,4,3,3,3,1,1,,,,,0,,2,0,,0.06,,,,
Struct,"i18n::phonenumbers::NormalizedLocale",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,2,0,0,2,0,0,0,0,0,0,0,,4,0,4,1,0,0,0,0,,,,,2,2,0,0,,,,,,0,0,0,0,,0,0,,0,0.00,0,0,0,0
Abstract Class,"i18n::phonenumbers::NullLogger",0,1,0,1,5,1,1,1,1,1,1,0,1,0,1,0,0,,0,0,,,,,4,0,0,0,0,4,15,0,0,0,0,4,,6,1,5,3,0,1,0,0,,,,,5,5,0,0,,,,,,1,1,1,1,,1,0,,0,0.20,2,2,2,2
Public Virtual Function,"i18n::phonenumbers::NullLogger::WriteMessage(const int &)",,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,1.00,,,,
Public Virtual Function,"i18n::phonenumbers::NullLogger::~NullLogger()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"i18n::phonenumbers::PhoneNumberMatch",0,3,0,17,70,16,1,1,1,1,3,0,3,0,0,1,0,,0,0,,,,,18,1,1,0,0,18,18,7,0,2,0,16,,103,17,70,15,5,16,0,0,,,,,24,21,0,3,,,,,,1,1,1,1,,0,0,,72,0.23,14,14,14,14
Public Function,"i18n::phonenumbers::PhoneNumberMatch::CopyFrom(const i18n::phonenumbers::PhoneNumberMatch &)",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,1,1,0,0,0,2,1,0,3,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::PhoneNumberMatch::Equals(const i18n::phonenumbers::PhoneNumberMatch &)",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::PhoneNumberMatch::PhoneNumberMatch()",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::PhoneNumberMatch::PhoneNumberMatch(int,const int &,const i18n::phonenumbers::PhoneNumber &)",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,3,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::PhoneNumberMatch::ToString()",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::PhoneNumberMatch::end()",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::PhoneNumberMatch::length()",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::PhoneNumberMatch::number()",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::PhoneNumberMatch::raw_string()",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::PhoneNumberMatch::set_number(const i18n::phonenumbers::PhoneNumber &)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::PhoneNumberMatch::set_raw_string(const int &)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::PhoneNumberMatch::set_start(int)",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::PhoneNumberMatch::start()",,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::PhoneNumberMatch::~PhoneNumberMatch()",,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"i18n::phonenumbers::PhoneNumberMatcher",0,24,3,39,477,120,3,3,3,2,28,0,24,3,0,8,0,,1,0,,,,,18,7,7,0,0,19,19,6,0,5,0,14,,634,39,477,88,72,120,0,0,,,,,168,84,1,83,,,,,,9,9,11,9,,0,3,,88,0.25,55,52,58,46
Public Const Function,"i18n::phonenumbers::PhoneNumberMatcher::AllNumberGroupsAreExactlyPresent(const i18n::phonenumbers::PhoneNumberUtil &,const i18n::phonenumbers::PhoneNumber &,const int &,const int &)",,,,1,39,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50,1,39,10,7,10,0,0,1,4,1,12,12,5,0,7,4,4,5,4,3,,,,,3,,2,3,,0.26,,,,
Public Const Function,"i18n::phonenumbers::PhoneNumberMatcher::CheckNumberGroupingIsValid(const i18n::phonenumbers::PhoneNumber &,const int &,int &)",,,,0,44,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,0,44,8,3,4,0,0,1,3,0,16,7,3,0,4,3,3,3,1,1,,,,,0,,1,0,,0.09,,,,
Public Function,"i18n::phonenumbers::PhoneNumberMatcher::ContainsMoreThanOneSlashInNationalNumber(const i18n::phonenumbers::PhoneNumber &,const int &,const i18n::phonenumbers::PhoneNumberUtil &)",,,,1,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,1,24,7,3,5,0,0,1,5,1,8,10,3,0,7,5,5,5,3,2,,,,,2,,2,2,,0.21,,,,
Public Function,"i18n::phonenumbers::PhoneNumberMatcher::ExtractInnerMatch(const int &,int,i18n::phonenumbers::PhoneNumberMatch *)",,,,0,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,0,34,9,1,1,0,0,1,1,0,18,8,7,0,1,1,1,1,1,0,,,,,0,,0,0,,0.03,,,,
Public Function,"i18n::phonenumbers::PhoneNumberMatcher::ExtractMatch(const int &,int,i18n::phonenumbers::PhoneNumberMatch *)",,,,3,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,3,19,3,3,5,0,0,1,6,1,6,8,1,0,7,5,5,5,5,4,,,,,4,,2,4,,0.26,,,,
Private Function,"i18n::phonenumbers::PhoneNumberMatcher::Find(int,i18n::phonenumbers::PhoneNumberMatch *)",,,,2,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,2,18,4,1,1,0,0,1,1,0,9,4,3,0,1,1,1,1,1,0,,,,,0,,0,0,,0.06,,,,
Public Const Function,"i18n::phonenumbers::PhoneNumberMatcher::GetNationalNumberGroups(const i18n::phonenumbers::PhoneNumber &,int *)",,,,0,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,0,14,6,0,5,0,0,0,2,0,6,4,3,0,1,2,2,2,1,0,,,,,0,,1,0,,0.36,,,,
Public Const Function,"i18n::phonenumbers::PhoneNumberMatcher::GetNationalNumberGroupsForPattern(const i18n::phonenumbers::PhoneNumber &,const i18n::phonenumbers::NumberFormat *,int *)",,,,0,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,0,14,6,0,1,0,0,0,1,0,5,2,2,0,0,1,1,1,1,0,,,,,0,,0,0,,0.07,,,,
Public Function,"i18n::phonenumbers::PhoneNumberMatcher::HasNext()",,,,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,0,15,2,7,0,0,0,5,3,0,6,6,1,0,5,3,3,3,1,1,,,,,0,,2,0,,0.00,,,,
Private Static Function,"i18n::phonenumbers::PhoneNumberMatcher::IsLatinLetter(i18n::phonenumbers::char32)",,,,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,12,2,1,1,0,0,1,2,0,3,3,1,0,2,2,2,2,1,1,,,,,0,,1,0,,0.08,,,,
Private Const Function,"i18n::phonenumbers::PhoneNumberMatcher::IsNationalPrefixPresentIfRequired(const i18n::phonenumbers::PhoneNumber &)",,,,0,35,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46,0,35,7,6,12,0,0,1,6,1,14,15,5,0,10,6,6,6,6,6,,,,,6,,2,6,,0.34,,,,
Public Function,"i18n::phonenumbers::PhoneNumberMatcher::Next(i18n::phonenumbers::PhoneNumberMatch *)",,,,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,10,1,4,1,0,0,3,2,0,6,4,0,0,4,2,2,2,1,1,,,,,0,,1,0,,0.10,,,,
Public Function,"i18n::phonenumbers::PhoneNumberMatcher::ParseAndVerify(const int &,int,i18n::phonenumbers::PhoneNumberMatch *)",,,,3,50,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,66,3,50,9,13,13,0,0,5,19,1,22,24,7,0,17,9,9,11,9,9,,,,,9,,3,9,,0.26,,,,
Public Function,"i18n::phonenumbers::PhoneNumberMatcher::PhoneNumberMatcher(const i18n::phonenumbers::PhoneNumberUtil &,const int &,const int &,PhoneNumberMatcher::Leniency,int)",,,,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,0,16,5,5,0,0,0,5,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::PhoneNumberMatcher::PhoneNumberMatcher(const int &,const int &)",,,,0,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,0,13,2,4,1,0,0,6,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.08,,,,
Public Const Function,"i18n::phonenumbers::PhoneNumberMatcher::VerifyAccordingToLeniency(i18n::phonenumbers::PhoneNumberMatcher::Leniency,const i18n::phonenumbers::PhoneNumber &,const int &)",,,,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,49,0,49,5,14,0,0,0,3,8,1,15,20,2,1,17,8,5,8,8,19,,,,,19,,2,19,,0.00,,,,
Public Function,"i18n::phonenumbers::PhoneNumberMatcher::~PhoneNumberMatcher()",,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"i18n::phonenumbers::PhoneNumberMatcherRegExps",0,67,22,6,101,68,1,1,1,1,85,0,63,22,0,1,0,,0,0,,,,,3,1,1,0,0,3,3,0,6,2,0,1,,171,6,97,2,2,68,1,3,,,,,33,33,0,0,,,,,,1,1,1,1,,0,0,,66,0.70,1,1,1,1
Public Function,"i18n::phonenumbers::PhoneNumberMatcherRegExps::PhoneNumberMatcherRegExps()",,,,0,67,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,85,0,63,1,2,22,1,3,1,1,0,6,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.35,,,,
Class,"i18n::phonenumbers::PhoneNumberOfflineGeocoder",0,10,0,19,204,60,2,2,2,1,11,0,10,0,0,5,0,,0,0,,,,,16,5,5,0,0,16,16,10,0,3,0,13,,283,19,204,42,26,60,0,0,,,,,70,46,0,24,,,,,,5,5,5,4,,0,2,,88,0.29,28,28,28,19
Public Const Function,"i18n::phonenumbers::PhoneNumberOfflineGeocoder::GetAreaDescription(const i18n::phonenumbers::PhoneNumber &,const int &,const int &,const int &)",,,,0,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,0,18,7,6,3,0,0,2,3,0,8,10,5,0,5,5,5,5,3,2,,,,,2,,2,2,,0.17,,,,
Public Const Function,"i18n::phonenumbers::PhoneNumberOfflineGeocoder::GetCountryNameForNumber(const i18n::phonenumbers::PhoneNumber &,const i18n::phonenumbers::Locale &)",,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,6,1,0,0,0,0,1,1,0,3,1,1,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::PhoneNumberOfflineGeocoder::GetDescriptionForNumber(const i18n::phonenumbers::PhoneNumber &,const i18n::phonenumbers::Locale &)",,,,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,12,2,3,0,0,0,2,3,0,4,3,1,0,2,3,3,3,1,1,,,,,0,,1,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::PhoneNumberOfflineGeocoder::GetDescriptionForNumber(const i18n::phonenumbers::PhoneNumber &,const i18n::phonenumbers::Locale &,const int &)",,,,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,0,13,2,3,0,0,0,2,3,0,4,3,1,0,2,3,3,3,1,1,,,,,0,,1,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::PhoneNumberOfflineGeocoder::GetDescriptionForValidNumber(const i18n::phonenumbers::PhoneNumber &,const i18n::phonenumbers::Locale &)",,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,8,1,0,0,0,0,1,1,0,2,1,1,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::PhoneNumberOfflineGeocoder::GetDescriptionForValidNumber(const i18n::phonenumbers::PhoneNumber &,const i18n::phonenumbers::Locale &,const int &)",,,,0,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,0,10,1,0,4,0,0,1,2,0,4,2,1,0,1,2,2,2,1,0,,,,,0,,1,0,,0.40,,,,
Public Const Function,"i18n::phonenumbers::PhoneNumberOfflineGeocoder::GetPhonePrefixDescriptions(int,const int &,const int &,const int &)",,,,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,0,17,5,0,0,0,0,1,4,1,7,7,2,0,5,4,4,4,4,3,,,,,3,,2,3,,0.00,,,,
Public Const Function,"i18n::phonenumbers::PhoneNumberOfflineGeocoder::GetRegionDisplayName(const int *,const i18n::phonenumbers::Locale &)",,,,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,0,14,2,0,0,0,0,1,2,0,6,3,2,0,1,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Private Function,"i18n::phonenumbers::PhoneNumberOfflineGeocoder::Init(const int *,int,i18n::phonenumbers::PhoneNumberOfflineGeocoder::country_languages_getter,const char **,int,i18n::phonenumbers::PhoneNumberOfflineGeocoder::prefix_descriptions_getter)",,,,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14,0,14,6,4,0,0,0,5,1,0,5,4,0,0,4,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::PhoneNumberOfflineGeocoder::LoadAreaCodeMapFromFile(const int &)",,,,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,0,18,4,4,0,0,0,5,2,0,6,5,3,0,2,2,2,2,1,0,,,,,0,,1,0,,0.00,,,,
Public Const Function,"i18n::phonenumbers::PhoneNumberOfflineGeocoder::MayFallBackToEnglish(const int &)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,2,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::PhoneNumberOfflineGeocoder::PhoneNumberOfflineGeocoder()",,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,1,3,0,0,0,5,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Function,"i18n::phonenumbers::PhoneNumberOfflineGeocoder::PhoneNumberOfflineGeocoder(const int *,int,i18n::phonenumbers::PhoneNumberOfflineGeocoder::country_languages_getter,const char **,int,i18n::phonenumbers::PhoneNumberOfflineGeocoder::prefix_descriptions_getter)",,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,0,10,6,3,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Virtual Function,"i18n::phonenumbers::PhoneNumberOfflineGeocoder::~PhoneNumberOfflineGeocoder()",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Class,"i18n::phonenumbers::PhoneNumberRegExpsAndMappings",0,73,18,24,178,117,1,1,1,1,83,0,73,18,0,0,0,,0,0,,,,,4,0,0,0,0,4,4,0,0,3,0,1,,302,24,178,6,2,117,0,0,,,,,43,39,0,4,,,,,,2,2,2,1,,0,1,,0,0.66,3,3,3,2
Private Function,"i18n::phonenumbers::PhoneNumberRegExpsAndMappings::InitializeMapsAndSets()",,,,1,96,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,111,1,96,4,1,29,0,0,0,2,0,69,6,3,0,3,2,2,2,1,0,,,,,0,,1,0,,0.30,,,,
Public Function,"i18n::phonenumbers::PhoneNumberRegExpsAndMappings::PhoneNumberRegExpsAndMappings()",,,,0,50,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,56,0,50,1,1,8,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,,,,,0,,0,0,,0.16,,,,
Class,"i18n::phonenumbers::PhoneNumberUtil",0,4,0,112,292,514,1,1,1,1,4,0,4,0,0,6,0,,1,13,,,,,92,0,0,0,0,93,93,87,87,38,2,53,,915,112,292,2,0,514,0,0,,,,,162,162,0,0,,,,,,1,1,1,1,,0,0,,100,1.76,1,1,1,1
Public Function,"i18n::phonenumbers::PhoneNumberUtil::SetLogger(i18n::phonenumbers::Logger *)",,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,0,0,0,0,0,1,0,2,0,0,0,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Struct,"i18n::phonenumbers::PrefixDescriptions",0,0,0,4,7,6,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,0,5,0,0,5,0,0,0,0,0,0,0,,17,4,7,1,0,6,0,0,,,,,5,5,0,0,,,,,,0,0,0,0,,0,0,,0,0.86,0,0,0,0
Function,"i18n::phonenumbers::PrefixNumberWithCountryCallingCode(int,PhoneNumberUtil::PhoneNumberFormat,int *)",,,,0,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,0,20,4,10,1,0,0,0,5,1,7,13,0,3,10,5,2,5,5,9,,,,,9,,1,9,,0.05,,,,
Class,"i18n::phonenumbers::RE2RegExp",0,12,0,5,55,0,1,1,1,1,12,0,12,0,1,1,0,,0,0,,,,,9,0,0,0,0,9,28,3,0,0,0,9,,60,5,55,18,6,0,0,0,,,,,19,16,0,3,,,,,,2,2,2,1,,1,1,,0,0.00,7,7,7,4
