Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasPager",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasPersonalNumber",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasPreferredExtnPrefix",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasPreferredInternationalPrefix",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasPremiumRate",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasSameMobileAndFixedLinePattern",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasSharedCost",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasShortCode",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasSmsServices",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasStandardRate",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasTollFree",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasUan",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasVoicemail",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasVoip",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.idCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.internationalPrefixCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.intlNumberFormatArray",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.intlNumberFormatCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.leadingDigitsCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.leadingZeroPossibleCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.mainCountryForCodeCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.mobileCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.nationalPrefixCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.nationalPrefixForParsingCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.nationalPrefixTransformRuleCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.noInternationalDiallingCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.numberFormatArray",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.numberFormatCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.pagerCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.personalNumberCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.preferredExtnPrefixCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.preferredInternationalPrefixCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.premiumRateCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.sameMobileAndFixedLinePatternCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setCarrierSpecific",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setCountryCode",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setEmergency",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setFixedLine",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setGeneralDesc",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setId",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setInternationalPrefix",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setLeadingDigits",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setLeadingZeroPossible",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setMainCountryForCode",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setMobile",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setNationalPrefix",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setNationalPrefixForParsing",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setNationalPrefixTransformRule",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setNoInternationalDialling",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setPager",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setPersonalNumber",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setPreferredExtnPrefix",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setPreferredInternationalPrefix",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setPremiumRate",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setSameMobileAndFixedLinePattern",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setSharedCost",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setShortCode",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setSmsServices",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setStandardRate",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setTollFree",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setUan",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setVoicemail",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.setVoip",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.sharedCostCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.shortCodeCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.smsServicesCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.standardRateCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.tollFreeCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.uanCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.voicemailCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.voipCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadataCollection",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadataCollection.prototype.addMetadata",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadataCollection.prototype.clearMetadata",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadataCollection.prototype.getDescriptor",,,,,,,,,,,,,,,,,,,,,,,,,,,22,,22,,0,,0,,21,21,,1,,1,,2,0,6,3,3,,3,3,,2,2,2,1,,,,,1,,2,2,2,1
Public Function,"i18n.phonenumbers.PhoneMetadataCollection.prototype.getMetadata",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadataCollection.prototype.getMetadataOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadataCollection.prototype.hasMetadata",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadataCollection.prototype.metadataArray",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadataCollection.prototype.metadataCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.clearCountryCode",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.clearCountryCodeSource",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.clearExtension",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.clearItalianLeadingZero",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.clearNationalNumber",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.clearNumberOfLeadingZeros",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.clearPreferredDomesticCarrierCode",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.clearRawInput",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.countryCodeCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.countryCodeSourceCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.extensionCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.getCountryCode",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.getCountryCodeOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.getCountryCodeSource",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.getCountryCodeSourceOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.getDescriptor",,,,,,,,,,,,,,,,,,,,,,,,,,,60,,60,,0,,0,,59,59,,1,,1,,2,0,6,3,3,,3,3,,2,2,2,1,,,,,1,,2,2,2,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.getExtension",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.getExtensionOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.getItalianLeadingZero",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.getItalianLeadingZeroOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.getNationalNumber",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.getNationalNumberOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.getNumberOfLeadingZeros",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneNumber.prototype.getNumberOfLeadingZerosOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
