Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtilTest.testParseNumberTooShortIfNationalPrefixStripped()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,,,,2,,,,10,,,2,8,6,,,,5,1,0,8,9,2,,,7,,,1,1,1,1,0,,,,,0,,0,0,,,0.60,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtilTest.testParseNumberWithAlphaCharacters()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,,,,0,,,,12,,,3,10,2,,,,5,1,0,10,11,3,,,8,,,1,1,1,1,0,,,,,0,,0,0,,,0.17,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtilTest.testParseNumbersMexico()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,1,,,,12,,,2,10,2,,,,6,1,0,10,11,2,,,9,,,1,1,1,1,0,,,,,0,,0,0,,,0.17,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtilTest.testParseNumbersWithPlusWithNoRegion()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,26,,,,2,,,,18,,,3,16,6,,,,7,1,0,12,13,2,,,11,,,1,1,1,1,0,,,,,0,,0,0,,,0.33,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtilTest.testParseWithInternationalPrefixes()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,16,,,,0,,,,10,,,1,8,6,,,,2,1,0,8,9,1,,,8,,,1,1,1,1,0,,,,,0,,0,0,,,0.60,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtilTest.testParseWithLeadingZero()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,1,,,,5,,,1,3,0,,,,2,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtilTest.testParseWithXInNumber()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,,,,0,,,,9,,,2,7,5,,,,5,1,0,7,8,2,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,0.56,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtilTest.testTruncateTooLongNumber()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,,,,6,,,,34,,,8,32,10,,,,10,1,0,32,33,8,,,25,,,1,1,1,1,0,,,,,0,,0,0,,,0.29,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtilTest.testUnknownCountryCallingCode()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,0,,,,5,,,1,3,3,,,,4,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.60,1,1,1,1
Public Class,"com.google.i18n.phonenumbers.Phonemetadata",1,1,1,1,1,0,1,0,1,0,0,0,,0,0,,,,1,0,,,,1,1,0,1,0,0,,1184,,,,102,,,,1007,,,317,652,75,,,,,,,618,908,325,,,583,,,,,,,,1,1,1,1,,1,0,,0,0,0.07,1,1,1,1
Public Static Class,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat",1,1,1,1,3,0,3,0,2,1,1,1,,1,1,,,,24,11,,,,25,25,0,0,0,25,,160,,,,12,,,,137,,,44,81,11,,,,,,,79,121,46,,,75,,,,,,,,4,4,4,1,,1,1,,87,83,0.08,32,32,32,25
Public Static Class,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.Builder",4,4,4,1,12,0,12,0,1,0,0,0,,0,0,,,,2,0,,,,2,27,0,0,0,2,,32,,,,1,,,,26,,,3,14,5,,,,,,,10,19,4,,,15,,,,,,,,7,7,7,1,,2,1,,0,0,0.19,8,8,8,2
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.Builder.build()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.Builder.mergeFrom(NumberFormat)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,21,,,,0,,,,21,,,1,13,0,,,,19,64,2,9,16,2,,,14,,,7,7,7,1,0,,,,,0,,1,0,,,0.00,7,7,7,1
Public Constructor,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.NumberFormat()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,1,0,0,,,,1,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.addLeadingDigitsPattern(String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,7,,,1,4,0,,,,2,2,0,3,5,1,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.clearNationalPrefixFormattingRule()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,0,,,,5,,,1,3,0,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.getDomesticCarrierCodeFormattingRule()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,0,,,,2,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.getFormat()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.getLeadingDigitsPattern(int)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.getLeadingDigitsPatternCount()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,0,,,,1,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.getNationalPrefixFormattingRule()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.getNationalPrefixOptionalWhenFormatting()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,0,,,,2,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.getPattern()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.hasDomesticCarrierCodeFormattingRule()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,0,,,,2,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.hasFormat()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.hasNationalPrefixFormattingRule()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.hasNationalPrefixOptionalWhenFormatting()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,0,,,,2,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.hasPattern()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.leadingDigitPatterns()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.leadingDigitsPatternSize()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,0,,,,1,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Static Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.newBuilder()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.readExternal(ObjectInput)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,0,,,,15,,,2,10,0,,,,9,8,1,9,13,3,,,10,,,4,4,4,1,0,,,,,0,,1,0,,,0.00,4,4,4,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.setDomesticCarrierCodeFormattingRule(String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,0,,,,5,,,1,3,0,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.setFormat(String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,0,,,,5,,,1,3,0,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.setNationalPrefixFormattingRule(String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,0,,,,5,,,1,3,0,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.setNationalPrefixOptionalWhenFormatting(boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,0,,,,5,,,1,3,0,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.setPattern(String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,0,,,,5,,,1,3,0,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.NumberFormat.writeExternal(ObjectOutput)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,19,,,,1,,,,18,,,2,13,0,,,,5,8,1,12,16,3,,,13,,,4,4,4,1,0,,,,,0,,1,0,,,0.00,4,4,4,1
Public Static Class,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata",1,1,1,1,5,0,5,0,2,3,3,1,,1,1,,,,117,62,,,,118,118,0,0,0,118,,798,,,,64,,,,695,,,217,476,39,,,,,,,444,637,215,,,422,,,,,,,,26,26,26,1,,1,1,,97,96,0.06,188,188,188,118
Public Static Class,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.Builder",1,1,1,1,3,0,3,0,1,0,0,0,,0,0,,,,3,0,,,,3,121,0,0,0,3,,20,,,,2,,,,13,,,4,5,5,,,,,,,5,9,4,,,5,,,,,,,,1,1,1,1,,2,0,,0,0,0.38,3,3,3,3
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.Builder.build()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.Builder.setId(String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,2,0,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.Builder.setInternationalPrefix(String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,2,0,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Constructor,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.PhoneMetadata()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,1,0,0,,,,1,1,0,0,1,1,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.addIntlNumberFormat(NumberFormat)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,7,,,1,4,0,,,,2,2,0,3,5,1,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.addNumberFormat(NumberFormat)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,7,,,1,4,0,,,,2,2,0,3,5,1,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.clearIntlNumberFormat()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,2,0,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.clearLeadingZeroPossible()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,,,,5,,,1,3,0,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.clearMainCountryForCode()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,,,,5,,,1,3,0,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.clearMobileNumberPortableRegion()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,,,,5,,,1,3,0,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.clearNationalPrefix()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,,,,5,,,1,3,0,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.clearNationalPrefixTransformRule()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,,,,5,,,1,3,0,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.clearPreferredExtnPrefix()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,,,,5,,,1,3,0,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.clearPreferredInternationalPrefix()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,,,,5,,,1,3,0,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.clearSameMobileAndFixedLinePattern()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,,,,5,,,1,3,0,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getCarrierSpecific()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getCountryCode()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getEmergency()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getFixedLine()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getGeneralDesc()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getGeneralDescBuilder()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,0,,,,6,,,1,3,0,,,,3,2,0,2,4,1,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getId()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getInternationalPrefix()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getIntlNumberFormat(int)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getIntlNumberFormatCount()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,0,,,,1,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getIntlNumberFormatList()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getLeadingDigits()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getMainCountryForCode()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getMobile()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getMobileNumberPortableRegion()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getNationalPrefix()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getNationalPrefixForParsing()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getNationalPrefixTransformRule()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getNoInternationalDialling()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getNumberFormat(int)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getNumberFormatCount()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,0,,,,1,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getNumberFormatList()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,,,0,,,,3,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getPager()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getPersonalNumber()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getPreferredExtnPrefix()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getPreferredInternationalPrefix()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.Phonemetadata.PhoneMetadata.getPremiumRate()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,0,,,,1,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
